"id,p1,p2,p3,p4,guests,timestamp"
"1,false,false,false,false,0,2019-05-17T18:46:14"
"2,true,false,false,false,0,2019-05-17T18:47:07"
"3,false,false,false,false,0,2019-05-18T9:28:23"
